timestamp,latitude,longitude,temperature_degC,humidity_percent,wind_speed_ms,rain_mm,solar_radiation_wm2
1/4/2022 12:00,49.17380202,9.212031716,10.23,73.02,0,0,635.28
1/5/2022 12:00,49.17380202,9.212031716,9.14,73.55,4.37,0,686.21
1/6/2022 12:00,49.17380202,9.212031716,11.38,74.09,3.24,0,664.41
1/7/2022 12:00,49.17380202,9.212031716,10.76,69.97,3.08,0,652.41
1/8/2022 12:00,49.17380202,9.212031716,14.9,69.38,0,0,677.97
1/9/2022 12:00,49.17380202,9.212031716,9.01,70.61,1.46,0,665.58
1/10/2022 12:00,49.17380202,9.212031716,12.78,71.25,1.53,0,692.6
1/11/2022 12:00,49.17380202,9.212031716,11.21,71.32,2.08,0.49,763.93
1/12/2022 12:00,49.17380202,9.212031716,13.15,74.22,1.61,0,746.34
1/13/2022 12:00,49.17380202,9.212031716,16.36,71.5,5.35,0,705.72
1/14/2022 12:00,49.17380202,9.212031716,15.26,68,2.54,0.2,584.13
1/15/2022 12:00,49.17380202,9.212031716,9.66,76.4,0,0,643.61
1/16/2022 12:00,49.17380202,9.212031716,12.11,74.97,2.52,0.38,651.49
1/17/2022 12:00,49.17380202,9.212031716,15.91,71.4,3.43,0,765.88
1/18/2022 12:00,49.17380202,9.212031716,15.18,73.67,3.51,0,790.93
1/19/2022 12:00,49.17380202,9.212031716,16.49,69.16,0,0,743.91
1/20/2022 12:00,49.17380202,9.212031716,12.1,80.2,2.18,0,723.36
1/21/2022 12:00,49.17380202,9.212031716,16.24,65.09,5.4,0,786.11
1/22/2022 12:00,49.17380202,9.212031716,16.46,74.31,0,0,734.08
1/23/2022 12:00,49.17380202,9.212031716,14.87,74.05,1.13,0,733.52
1/24/2022 12:00,49.17380202,9.212031716,17.74,68.6,6.53,0,737.65
1/25/2022 12:00,49.17380202,9.212031716,14.59,76.65,3.46,0,705.35
1/26/2022 12:00,49.17380202,9.212031716,13.09,79.21,3.12,0,742.85
1/27/2022 12:00,49.17380202,9.212031716,19.54,72.57,3.24,5.36,813.76
1/28/2022 12:00,49.17380202,9.212031716,14.66,69.54,4.91,0,735.03
1/29/2022 12:00,49.17380202,9.212031716,14.63,82.23,2.77,0,721.7
1/30/2022 12:00,49.17380202,9.212031716,13.65,75.2,2.53,0,766.56
1/31/2022 12:00,49.17380202,9.212031716,14.85,80.4,1.96,0,782.93
2/1/2022 12:00,49.17380202,9.212031716,17.65,66.91,2.33,0,751.22
2/2/2022 12:00,49.17380202,9.212031716,15.07,65.48,2.28,0,808.11
2/3/2022 12:00,49.17380202,9.212031716,20.89,82.23,1.7,0,739.57
2/4/2022 12:00,49.17380202,9.212031716,16.85,72.59,2.03,,779.95
2/5/2022 12:00,49.17380202,9.212031716,21.83,81.01,2.64,0,797.44
2/6/2022 12:00,49.17380202,9.212031716,19.19,66.05,2.26,0,729.18
2/7/2022 12:00,49.17380202,9.212031716,17.76,67.67,1.44,0,852.97
2/8/2022 12:00,49.17380202,9.212031716,17.09,79.23,4.36,0,812.51
2/9/2022 12:00,49.17380202,9.212031716,16.15,71.56,6.44,0,808.08
2/10/2022 12:00,49.17380202,9.212031716,16.27,79.86,3.52,0,784.37
2/11/2022 12:00,49.17380202,9.212031716,17.06,79.2,3.44,0,774.3
2/12/2022 12:00,49.17380202,9.212031716,16.19,70.44,11.13,0,833.1
2/13/2022 12:00,49.17380202,9.212031716,,71.05,0.43,0,833.83
2/14/2022 12:00,49.17380202,9.212031716,15,72.04,1.96,0,812.68
2/15/2022 12:00,49.17380202,9.212031716,18.97,80.04,5.01,0,820.22
2/16/2022 12:00,49.17380202,9.212031716,19.8,76.01,2.32,0,773.43
2/17/2022 12:00,49.17380202,9.212031716,17.25,82.3,4.03,0.17,748.43
2/18/2022 12:00,49.17380202,9.212031716,19.48,73.07,1.04,0,864.9
2/19/2022 12:00,49.17380202,9.212031716,21.5,73.37,0.34,0,880.23
2/20/2022 12:00,49.17380202,9.212031716,19.41,74.83,2.64,0,846.41
2/21/2022 12:00,49.17380202,9.212031716,20.01,72.03,5.86,0,844.47
2/22/2022 12:00,49.17380202,9.212031716,19.83,77.57,0,0,866.5
2/23/2022 12:00,49.17380202,9.212031716,24.94,83.86,4.32,1.75,906.31
2/24/2022 12:00,49.17380202,9.212031716,19.93,86.82,2.14,2.04,772.42
2/25/2022 12:00,49.17380202,9.212031716,23.05,77.47,2.04,1.98,829.77
2/26/2022 12:00,49.17380202,9.212031716,23.43,71.56,3.57,0,771.39
2/27/2022 12:00,49.17380202,9.212031716,19.1,77.37,1.45,0,799.91
2/28/2022 12:00,49.17380202,9.212031716,16.27,75.4,3.15,0,831.42
3/1/2022 12:00,49.17380202,9.212031716,16.98,79.61,5.31,0,879.86
3/2/2022 12:00,49.17380202,9.212031716,13.16,79.24,2.85,0,816.14
3/3/2022 12:00,49.17380202,9.212031716,19.16,75.18,4.36,0,823.41
3/4/2022 12:00,49.17380202,9.212031716,17.98,78.25,3.74,0,873.67
3/5/2022 12:00,49.17380202,9.212031716,14.61,85.5,4.53,0,957.11
3/6/2022 12:00,49.17380202,9.212031716,20.96,78.85,0.67,0,869.54
3/7/2022 12:00,49.17380202,9.212031716,21.37,68.86,1.99,0,852.17
3/8/2022 12:00,49.17380202,9.212031716,17.66,67.62,3.5,0,891.4
3/9/2022 12:00,49.17380202,9.212031716,22.6,69.58,1.87,0,865.14
3/10/2022 12:00,49.17380202,9.212031716,19.73,81.84,3.08,0,901.8
3/11/2022 12:00,49.17380202,9.212031716,22.02,74.18,3.2,0,902.45
3/12/2022 12:00,49.17380202,9.212031716,19.23,76.73,2.33,0,819.46
3/13/2022 12:00,49.17380202,9.212031716,15.53,84.55,2.71,0,891.14
3/14/2022 12:00,49.17380202,9.212031716,21.29,74.91,1.45,0,848.7
3/15/2022 12:00,49.17380202,9.212031716,20.06,77.34,2.37,0,888.95
3/16/2022 12:00,49.17380202,9.212031716,19.43,83.56,3.78,0,910.19
3/17/2022 12:00,49.17380202,9.212031716,18.33,79.35,4.42,0,923.38
3/18/2022 12:00,49.17380202,9.212031716,18.05,82.52,2.12,0,852.08
3/19/2022 12:00,49.17380202,9.212031716,18.77,70.43,4.24,0,914.21
3/20/2022 12:00,49.17380202,9.212031716,18.77,88.59,6.72,0,865.39
3/21/2022 12:00,49.17380202,9.212031716,18.82,84.34,6.78,0.58,846.23
3/22/2022 12:00,49.17380202,9.212031716,21.24,79.16,1.77,0,860.22
3/23/2022 12:00,49.17380202,9.212031716,21.4,79.02,4.58,0,894.8
3/24/2022 12:00,49.17380202,9.212031716,19.3,95.43,5.36,0,982.14
3/25/2022 12:00,49.17380202,9.212031716,20.45,75.75,4.78,0,926.6
3/26/2022 12:00,49.17380202,9.212031716,19.73,71.47,2.15,0.39,895.77
3/27/2022 12:00,49.17380202,9.212031716,20.06,75,0.66,0,887.18
3/28/2022 12:00,49.17380202,9.212031716,19.77,77.07,6.62,0,855.46
3/29/2022 12:00,49.17380202,9.212031716,17.23,81.8,6.44,0,894.38
3/30/2022 12:00,49.17380202,9.212031716,22.54,78.42,2.65,0,903.37
3/31/2022 12:00,49.17380202,9.212031716,,87.34,6.33,0,893.6
4/1/2022 12:00,49.17380202,9.212031716,24.07,74.42,6.24,0,892.14
4/2/2022 12:00,49.17380202,9.212031716,19.26,81.64,4.35,0,956.08
4/3/2022 12:00,49.17380202,9.212031716,21.81,79.58,3.28,0,886.15
4/4/2022 12:00,49.17380202,9.212031716,23.25,78.88,2.96,8.94,888.44
4/5/2022 12:00,49.17380202,9.212031716,24.73,68.01,3.31,0,913.12
4/6/2022 12:00,49.17380202,9.212031716,15.49,85.06,1.88,0,878.75
4/7/2022 12:00,49.17380202,9.212031716,19.11,71.87,2.6,0,883.32
4/8/2022 12:00,49.17380202,9.212031716,20.35,75.71,2.92,0,907.93
4/9/2022 12:00,49.17380202,9.212031716,20.06,78.76,0,0,826.61
4/10/2022 12:00,49.17380202,9.212031716,18.11,89.19,1.89,0,966.03
4/11/2022 12:00,49.17380202,9.212031716,22.8,83.02,3.96,0,813.62
4/12/2022 12:00,49.17380202,9.212031716,19.86,71.76,1.15,0,892.86
4/13/2022 12:00,49.17380202,9.212031716,19.16,77.76,3.27,0,852.91
4/14/2022 12:00,49.17380202,9.212031716,15.41,86.23,5.35,0.57,938.35
4/15/2022 12:00,49.17380202,9.212031716,22.73,75.99,2.73,0,889.65
4/16/2022 12:00,49.17380202,9.212031716,19.89,77.36,1.65,0,915.8
4/17/2022 12:00,49.17380202,9.212031716,19.64,75.59,4.86,0,938.95
4/18/2022 12:00,49.17380202,9.212031716,22.62,78.86,0.71,0,837.9
4/19/2022 12:00,49.17380202,9.212031716,15.25,85.66,3.7,1.85,856.73
4/20/2022 12:00,49.17380202,9.212031716,19.43,78.3,0,0,961.02
4/21/2022 12:00,49.17380202,9.212031716,21.68,79.71,4.99,0,940.02
4/22/2022 12:00,49.17380202,9.212031716,19.27,77.71,5.98,0.74,921.19
4/23/2022 12:00,49.17380202,9.212031716,19.86,74.87,1.98,0,877.3
4/24/2022 12:00,49.17380202,9.212031716,18.88,77.1,4.76,0.12,833.19
4/25/2022 12:00,49.17380202,9.212031716,18.16,77.39,1.07,0,890.26
4/26/2022 12:00,49.17380202,9.212031716,23.78,70.71,3.16,0,881.1
4/27/2022 12:00,49.17380202,9.212031716,19.99,80.19,6.43,0,827.71
4/28/2022 12:00,49.17380202,9.212031716,21.31,74.34,2.06,0,872.08
4/29/2022 12:00,49.17380202,9.212031716,20.67,86.35,3.47,0,858.46
4/30/2022 12:00,49.17380202,9.212031716,18.76,86.14,4.12,0,930.93
5/1/2022 12:00,49.17380202,9.212031716,17.85,75.65,2.84,0,882.97
5/2/2022 12:00,49.17380202,9.212031716,18.28,74.18,4.61,0,843.77
5/3/2022 12:00,49.17380202,9.212031716,17.84,71.52,3.96,0,883.81
5/4/2022 12:00,49.17380202,9.212031716,19.11,81.18,3.13,0,861.87
5/5/2022 12:00,49.17380202,9.212031716,14.24,73.49,5,0,819.35
5/6/2022 12:00,49.17380202,9.212031716,19.75,82.05,1.27,0,813.94
5/7/2022 12:00,49.17380202,9.212031716,19.88,76.63,2.52,0,769.9
5/8/2022 12:00,49.17380202,9.212031716,21.12,75.39,4.59,0,877.68
5/9/2022 12:00,49.17380202,9.212031716,17.58,76.62,1.25,0.36,849.69
5/10/2022 12:00,49.17380202,9.212031716,16.85,87.17,2.61,0,903.22
5/11/2022 12:00,49.17380202,9.212031716,20.79,82.28,2.5,4.19,820.21
5/12/2022 12:00,49.17380202,9.212031716,19.15,68.6,4.57,2.25,845.26
5/13/2022 12:00,49.17380202,9.212031716,17.23,75.01,3.7,0,854.65
5/14/2022 12:00,49.17380202,9.212031716,20.12,74.48,3.19,0,882.76
5/15/2022 12:00,49.17380202,9.212031716,18.02,69.34,5.37,0,838.87
5/16/2022 12:00,49.17380202,9.212031716,19.91,81.65,3.08,3.19,756.76
5/17/2022 12:00,49.17380202,9.212031716,19.49,75.34,1.46,0,782.44
5/18/2022 12:00,49.17380202,9.212031716,20.55,76.1,4.4,0,915.76
5/19/2022 12:00,49.17380202,9.212031716,13.41,80.27,4.06,0,832.17
5/20/2022 12:00,49.17380202,9.212031716,16.67,72.99,1.22,0,879.01
5/21/2022 12:00,49.17380202,9.212031716,16.16,69.69,5.11,0,794.43
5/22/2022 12:00,49.17380202,9.212031716,17.22,72.65,4.22,0,795.81
5/23/2022 12:00,49.17380202,9.212031716,15.58,75.37,4.26,0,742.8
5/24/2022 12:00,49.17380202,9.212031716,12.18,76.21,0.7,0,788.51
5/25/2022 12:00,49.17380202,9.212031716,16.36,75.45,5.29,0,748.59
5/26/2022 12:00,49.17380202,9.212031716,16.7,66.18,4.24,0,733.62
5/27/2022 12:00,49.17380202,9.212031716,15.13,76.51,3.75,0.38,774.38
5/28/2022 12:00,49.17380202,9.212031716,14.14,85.77,0.74,0,806.44
5/29/2022 12:00,49.17380202,9.212031716,16.87,77,1.51,0,810.84
5/30/2022 12:00,49.17380202,9.212031716,14.5,73.24,3.35,0,856.45
5/31/2022 12:00,49.17380202,9.212031716,17.54,68.5,2.46,0,739.79
6/1/2022 12:00,49.17380202,9.212031716,16.29,80.21,3.92,2.31,787.47
6/2/2022 12:00,49.17380202,9.212031716,20.07,82.22,2.89,0,738.08
6/3/2022 12:00,49.17380202,9.212031716,18.11,72.84,2,0,775.04
6/4/2022 12:00,49.17380202,9.212031716,17.61,79.65,3.6,0,702.97
6/5/2022 12:00,49.17380202,9.212031716,12.88,67.23,3.01,0,755.12
6/6/2022 12:00,49.17380202,9.212031716,14.41,71.1,3.37,0,760.11
6/7/2022 12:00,49.17380202,9.212031716,15,71.24,0,0,791.58
6/8/2022 12:00,49.17380202,9.212031716,14.22,67.06,1.85,0,820.17
6/9/2022 12:00,49.17380202,9.212031716,13.45,70.41,3.86,0,694.53
6/10/2022 12:00,49.17380202,9.212031716,15.63,73.63,0.96,0,820.5
6/11/2022 12:00,49.17380202,9.212031716,15.22,58.96,3.81,0,699.77
6/12/2022 12:00,49.17380202,9.212031716,18.48,77.41,1.18,0,716.25
6/13/2022 12:00,49.17380202,9.212031716,11.8,69.66,2.43,0,728.37
6/14/2022 12:00,49.17380202,9.212031716,15.8,73.27,2.39,0,729.81
6/15/2022 12:00,49.17380202,9.212031716,14.18,73.84,0.69,0,721.42
6/16/2022 12:00,49.17380202,9.212031716,14.76,68.8,1.78,0,718.64
6/17/2022 12:00,49.17380202,9.212031716,11.17,79.88,1.9,0,689.31
6/18/2022 12:00,49.17380202,9.212031716,14.49,73.6,2.26,0,740.32
6/19/2022 12:00,49.17380202,9.212031716,14.16,74.01,2.16,0,716.53
6/20/2022 12:00,49.17380202,9.212031716,13.97,68.08,1.34,0,727.33
6/21/2022 12:00,49.17380202,9.212031716,17.15,69.78,0.24,0,682.35
6/22/2022 12:00,49.17380202,9.212031716,11.52,75.73,2.98,0,692.56
6/23/2022 12:00,49.17380202,9.212031716,14.25,78.89,0.1,0,666.03
6/24/2022 12:00,49.17380202,9.212031716,11.08,63.51,2.59,0,662.35
6/25/2022 12:00,49.17380202,9.212031716,12.32,69.57,2.35,0.11,627.54
6/26/2022 12:00,49.17380202,9.212031716,11.99,83.71,3.53,1,662.04
6/27/2022 12:00,49.17380202,9.212031716,13.94,60.92,1.04,0,669.45
6/28/2022 12:00,49.17380202,9.212031716,8.79,63.01,2.59,0.76,646.69
6/29/2022 12:00,49.17380202,9.212031716,12.51,71.8,1.45,2.75,608.32
6/30/2022 12:00,49.17380202,9.212031716,8.72,59.89,0.47,0,658.26
7/1/2022 12:00,49.17380202,9.212031716,14.54,66.34,3.15,0,642.95
7/2/2022 12:00,49.17380202,9.212031716,8.31,72.17,0.47,,631.12
7/3/2022 12:00,49.17380202,9.212031716,10.62,66.2,2.66,0,619.39
7/4/2022 12:00,49.17380202,9.212031716,11.39,66.07,1.89,0,623.6
7/5/2022 12:00,49.17380202,9.212031716,10.25,69.32,4.85,0,618.85
7/6/2022 12:00,49.17380202,9.212031716,10.74,68.38,2.4,0,702.35
7/7/2022 12:00,49.17380202,9.212031716,10.58,67.26,4.58,0,553.8
7/8/2022 12:00,49.17380202,9.212031716,11.66,69.89,2.77,0,639.89
7/9/2022 12:00,49.17380202,9.212031716,9.78,63.25,1.39,0,607.59
7/10/2022 12:00,49.17380202,9.212031716,8.99,59.19,0,0,576.04
7/11/2022 12:00,49.17380202,9.212031716,6.97,73.75,1.58,0,583.91
7/12/2022 12:00,49.17380202,9.212031716,10.81,69.14,0.45,0.59,615.41
7/13/2022 12:00,49.17380202,9.212031716,10.59,62.25,0.85,0,580.65
7/14/2022 12:00,49.17380202,9.212031716,10.18,69.94,0,0,558.29
7/15/2022 12:00,49.17380202,9.212031716,11.18,69.07,1.33,0,512.49
7/16/2022 12:00,49.17380202,9.212031716,10.25,71.58,0,0,579.95
7/17/2022 12:00,49.17380202,9.212031716,10.85,60.7,2.36,11.64,552.03
7/18/2022 12:00,49.17380202,9.212031716,8.89,74.58,3.21,0.08,539.55
7/19/2022 12:00,49.17380202,9.212031716,10.19,71.04,3.56,0,531.82
7/20/2022 12:00,49.17380202,9.212031716,7.34,69.33,1.59,0,529.5
7/21/2022 12:00,49.17380202,9.212031716,5.51,72.85,1.92,0,612.87
7/22/2022 12:00,49.17380202,9.212031716,10.22,64.12,3.52,1.97,574.48
7/23/2022 12:00,49.17380202,9.212031716,5.93,65.87,2.42,0,610.19
7/24/2022 12:00,49.17380202,9.212031716,9.81,67.07,2.76,,608.44
7/25/2022 12:00,49.17380202,9.212031716,6.6,70.06,3.66,0,496.05
7/26/2022 12:00,49.17380202,9.212031716,4.5,64.22,2.42,0,440.97
7/27/2022 12:00,49.17380202,9.212031716,5.09,62.72,2.73,0,464.3
7/28/2022 12:00,49.17380202,9.212031716,7.2,62.08,1.37,0,444.24
7/29/2022 12:00,49.17380202,9.212031716,6.59,66.35,0,0,540.67
7/30/2022 12:00,49.17380202,9.212031716,6.86,64.37,2.34,0,511.22
7/31/2022 12:00,49.17380202,9.212031716,2.09,65.36,2.08,0,534.4
8/1/2022 12:00,49.17380202,9.212031716,9.14,70.69,1.81,0.8,405.35
8/2/2022 12:00,49.17380202,9.212031716,9.46,74.44,0.38,0.63,547.71
8/3/2022 12:00,49.17380202,9.212031716,3.06,60.33,0,0,513.26
8/4/2022 12:00,49.17380202,9.212031716,4.49,70.78,0,0,466.99
8/5/2022 12:00,49.17380202,9.212031716,3.9,62.71,0,0,511.98
8/6/2022 12:00,49.17380202,9.212031716,4.68,72.76,1.02,0,411.15
8/7/2022 12:00,49.17380202,9.212031716,5.45,62.83,0.89,0,454.21
8/8/2022 12:00,49.17380202,9.212031716,5.33,58.42,4.86,0,525.61
8/9/2022 12:00,49.17380202,9.212031716,6.55,57.78,0.81,0,457.18
8/10/2022 12:00,49.17380202,9.212031716,4.45,59.94,0,0,490.56
8/11/2022 12:00,49.17380202,9.212031716,1.28,74.31,,0,525.04
8/12/2022 12:00,49.17380202,9.212031716,0.14,67.52,2.24,0,424.27
8/13/2022 12:00,49.17380202,9.212031716,3.68,55.67,2.66,0,489.21
8/14/2022 12:00,49.17380202,9.212031716,3.71,69.6,3.63,0,434.05
8/15/2022 12:00,49.17380202,9.212031716,6.82,53.53,1.41,0,439.48
8/16/2022 12:00,49.17380202,9.212031716,2.22,59.88,2.81,0,543.84
8/17/2022 12:00,49.17380202,9.212031716,1.03,66.43,0,0.15,401.2
8/18/2022 12:00,49.17380202,9.212031716,6.16,68.95,0.48,0,433.31
8/19/2022 12:00,49.17380202,9.212031716,2.24,67.41,0.81,0,441.91
8/20/2022 12:00,49.17380202,9.212031716,4.78,62.94,0.11,0,417.46
8/21/2022 12:00,49.17380202,9.212031716,0.52,67.43,2.49,2.41,439.29
8/22/2022 12:00,49.17380202,9.212031716,,61.59,1.6,0,433.6
8/23/2022 12:00,49.17380202,9.212031716,1.29,58.37,0.35,0,382.17
8/24/2022 12:00,49.17380202,9.212031716,3.7,51.93,0,0,385.09
8/25/2022 12:00,49.17380202,9.212031716,2.1,65.8,1.21,0,440.6
8/26/2022 12:00,49.17380202,9.212031716,1.65,72.03,0.46,0,417.52
8/27/2022 12:00,49.17380202,9.212031716,4.46,62.07,3.96,0,421.1
8/28/2022 12:00,49.17380202,9.212031716,4.59,65.34,2.51,0,344.48
8/29/2022 12:00,49.17380202,9.212031716,2.43,58.17,0,0,439.32
8/30/2022 12:00,49.17380202,9.212031716,,62.31,0.45,0,461.04
8/31/2022 12:00,49.17380202,9.212031716,1.49,67.16,1.65,0,411.46
9/1/2022 12:00,49.17380202,9.212031716,2.18,63.91,0,0,439.71
9/2/2022 12:00,49.17380202,9.212031716,1.53,62.27,2,0,372.1
9/3/2022 12:00,49.17380202,9.212031716,4.61,57.01,2.29,0,435.48
9/4/2022 12:00,49.17380202,9.212031716,4.09,70.55,0.64,0,456.53
9/5/2022 12:00,49.17380202,9.212031716,1.32,74.62,1.12,0,354.53
9/6/2022 12:00,49.17380202,9.212031716,8.21,69.63,0.21,0,397.35
9/7/2022 12:00,49.17380202,9.212031716,3.41,59.76,1.11,0,335.12
9/8/2022 12:00,49.17380202,9.212031716,2.48,60.11,0.81,0,372.48
9/9/2022 12:00,49.17380202,9.212031716,2.88,64.3,0.21,0,408.81
9/10/2022 12:00,49.17380202,9.212031716,2.25,71.58,0,4.5,376.21
9/11/2022 12:00,49.17380202,9.212031716,2.85,55.49,5,0,368.83
9/12/2022 12:00,49.17380202,9.212031716,0.85,65.48,1.17,0,414.22
9/13/2022 12:00,49.17380202,9.212031716,-1.12,56.9,0,1.22,418.05
9/14/2022 12:00,49.17380202,9.212031716,-1.05,64.06,0,0,400.43
9/15/2022 12:00,49.17380202,9.212031716,-0.71,66.57,1.5,0,362.17
9/16/2022 12:00,49.17380202,9.212031716,1.16,63.17,0,0,445.98
9/17/2022 12:00,49.17380202,9.212031716,-0.41,57.31,3.44,0,416.84
9/18/2022 12:00,49.17380202,9.212031716,5.45,57.75,1.96,0,363.26
9/19/2022 12:00,49.17380202,9.212031716,1.76,68.39,1.43,0,428.5
9/20/2022 12:00,49.17380202,9.212031716,1.1,61.09,1.13,0,373.41
9/21/2022 12:00,49.17380202,9.212031716,-0.13,64.28,1.56,0,392.42
9/22/2022 12:00,49.17380202,9.212031716,3.59,59.8,1.63,0,356.42
9/23/2022 12:00,49.17380202,9.212031716,1.61,52.66,0,0,383.71
9/24/2022 12:00,49.17380202,9.212031716,0.2,58.66,0,0,392.75
9/25/2022 12:00,49.17380202,9.212031716,1.05,59.48,0,0.82,359.31
9/26/2022 12:00,49.17380202,9.212031716,1.7,63.05,1.39,1.19,308.35
9/27/2022 12:00,49.17380202,9.212031716,1.37,70.31,0,0,459.03
9/28/2022 12:00,49.17380202,9.212031716,-1.55,59.43,1.25,0.44,298.58
9/29/2022 12:00,49.17380202,9.212031716,-0.08,66.96,1.12,0,341.98
9/30/2022 12:00,49.17380202,9.212031716,0,61.1,1.09,0,401.84
10/1/2022 12:00,49.17380202,9.212031716,0.06,57.81,0,0,360.13
10/2/2022 12:00,49.17380202,9.212031716,-0.45,51.99,0.92,0,342.42
10/3/2022 12:00,49.17380202,9.212031716,1.31,54.96,2.69,0.79,379.67
10/4/2022 12:00,49.17380202,9.212031716,0.12,59.46,1.36,3.16,354.96
10/5/2022 12:00,49.17380202,9.212031716,1.93,62.71,0,0,354.55
